score,flags,address,borough,zip,units,year_built,bldg_class,owner,per_door,market_value,value_basis,assessed_value_est,last_sale_price,last_sale_date,under_70k_door,low_rate_mtge_date,low_rate_mtge_amt,est_maturity_10yr,months_to_maturity,maturing_soon,lender,bbl,acris_mortgage_url,acris_parcel_url,pluto_url,lat,lon
38.1,maturing soon (est.),1570 LELAND AVENUE,Bronx,10460,40,1930,C1,1574 LELAND AVENUE LLC,34000,1360000,assessed/0.45,1360000,,,True,2019-12-13,100000.0,2029-12-13,41,True,FIRST REPUBLIC BANK,2039270027,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020010600750004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3927&lot=27,https://zola.planning.nyc.gov/l/lot/2/3927/27,40.8403984,-73.8648918
38.1,maturing soon (est.),664 EAST 189 STREET,Bronx,10458,30,1931,C1,664 E. 189TH ST. REALTY CORP.,53133,1594000,assessed/0.45,1594000,,,True,2019-02-20,1200000.0,2029-02-20,31,True,"JPMORGAN CHASE BANK, N.A.",2030750045,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019022200694004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3075&lot=45,https://zola.planning.nyc.gov/l/lot/2/3075/45,40.8563058,-73.8842175
38.1,maturing soon (est.); financed/sold since (may be refinanced),3409 14 AVENUE,Brooklyn,11218,20,1926,C1,"CHURCH AND 14TH OWNER, LLC",54000,1080000,assessed/0.45,1080000,,,True,2017-12-27,1748818.24,2027-12-27,17,True,GREYSTONE SERVICING CORPORATION INC.,3053510001,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017123100021002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5351&lot=1,https://zola.planning.nyc.gov/l/lot/3/5351/1,40.6417150,-73.9811583
38.1,maturing soon (est.),2430 63 STREET,Brooklyn,11204,23,1928,C1,"2430 REALTY, LLC",34000,782000,assessed/0.45,782000,,,True,2021-12-23,1766478.43,2031-12-23,65,True,MASPETH FEDERAL SAVIGS AND LOAN ASSOCIATION,3065610019,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021123001256001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=6561&lot=19,https://zola.planning.nyc.gov/l/lot/3/6561/19,40.6116282,-73.9750980
38.1,maturing soon (est.),624 HOWARD AVENUE,Brooklyn,11212,23,1930,C1,HOJO HOUSES INC,34087,784000,assessed/0.45,784000,,,True,2021-06-10,210449.07,2031-06-10,59,True,FLUSHING BANK,3035110058,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021062301601001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=3511&lot=58,https://zola.planning.nyc.gov/l/lot/3/3511/58,40.6667596,-73.9200668
38.0,maturing soon (est.),148 BRADHURST AVENUE,Manhattan,10039,30,1930,D1,BRADHURST PARTNERS DEVELOPMENT LLV,34300,1029000,assessed/0.45,1029000,,,True,2021-03-30,3999103.85,2031-03-30,56,True,"SANTANDER BANK, N.A.",1020450102,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021040900247001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2045&lot=102,https://zola.planning.nyc.gov/l/lot/1/2045/102,40.8261650,-73.9405794
38.0,est. already matured; satisfaction recorded since,540 AUDUBON AVENUE,Manhattan,10040,45,1923,C1,AUDUBON PROPERTY GROUP LLC,34178,1538000,assessed/0.45,1538000,,,True,2011-07-27,1995000.0,2021-07-27,-60,False,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION,1021610055,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2011080101130013,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2161&lot=55,https://zola.planning.nyc.gov/l/lot/1/2161/55,40.8559074,-73.9274669
38.0,maturing soon (est.),948 EAST 179 STREET,Bronx,10460,21,1905,C7,948 EAST 179 LLC,44524,935000,assessed/0.45,935000,,,True,2019-07-29,1861188.06,2029-07-29,36,True,"SANTANDER BANK, N.A.",2031270020,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019080400038002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3127&lot=20,https://zola.planning.nyc.gov/l/lot/2/3127/20,40.8428570,-73.8817434
38.0,maturing soon (est.),2333 ANDREWS AVENUE NORTH,Bronx,10468,28,1924,C1,ANDREWS-ZUCK REALTYCORP,34214,958000,assessed/0.45,958000,,,True,2020-05-22,407000.0,2030-05-22,46,True,NEW YORK COMMUNITY BANK,2032250121,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060200107002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3225&lot=121,https://zola.planning.nyc.gov/l/lot/2/3225/121,40.8622276,-73.9070375
38.0,maturing soon (est.),1939 PARK PLACE,Brooklyn,11212,45,1910,C1,PARK MONROE II REHAB HOUSING DEVELOPMENT  FUND CORP,34156,1537000,assessed/0.45,1537000,,,True,2021-02-25,7240312.0,2031-02-25,55,True,THE COMMUNITY PRESERVATION CORPORATION,3014650050,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021030301085004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=1465&lot=50,https://zola.planning.nyc.gov/l/lot/3/1465/50,40.6716455,-73.9128799
38.0,maturing soon (est.); financed/sold since (may be refinanced),3821 18 AVENUE,Brooklyn,11218,31,1930,C1,RIZARO 18TH AVENUE LLC,50710,1572000,assessed/0.45,1572000,,,True,2018-02-26,933720.23,2028-02-26,19,True,NEW YORK COMMUNITY BANK,3054170029,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018030600369004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5417&lot=29,https://zola.planning.nyc.gov/l/lot/3/5417/29,40.6337171,-73.9702655
38.0,maturing soon (est.); financed/sold since (may be refinanced),2530 FOSTER AVENUE,Brooklyn,11210,24,1931,C1,2530 FOSTER PARTNERS LLC,69625,1671000,assessed/0.45,1671000,,,True,2017-03-23,1173285.66,2027-03-23,8,True,RIDGEWOOD SAVINGS BANK,3052270032,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017033100281004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5227&lot=32,https://zola.planning.nyc.gov/l/lot/3/5227/32,40.6381768,-73.9523344
38.0,maturing soon (est.); est. already matured; financed/sold since (may be refinanced),31 EAST 21 STREET,Brooklyn,11226,49,1931,D1,31 EAST 21ST STREET PARTNERS LLC,57571,2821000,assessed/0.45,2821000,,,True,2016-04-18,2038932.85,2026-04-18,-3,True,NEW YORK COMMUNITY BANK,3050630017,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016050200033010,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5063&lot=17,https://zola.planning.nyc.gov/l/lot/3/5063/17,40.6537126,-73.9603421
37.9,est. already matured,20 EAST 109 STREET,Manhattan,10029,20,1920,C1,MUSCOOTA HOPE HOUSING DEVELOPMENT FUND C OMPANY INC,34450,689000,assessed/0.45,689000,,,True,2013-02-04,1710554.0,2023-02-04,-41,False,THE COMMUNITY PRESERVATION CORPORATION,1016140061,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2013021200045011,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=1614&lot=61,https://zola.planning.nyc.gov/l/lot/1/1614/61,40.7955845,-73.9487871
37.9,maturing soon (est.),603 WEST 184 STREET,Manhattan,10033,21,1909,C1,"603-607 REALTY HOLDINGS, INC.",34381,722000,assessed/0.45,722000,,,True,2019-11-21,2461951.1,2029-11-21,40,True,CAPITAL ONE NATIONAL ASSOCIATION,1021660026,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019112500814002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2166&lot=26,https://zola.planning.nyc.gov/l/lot/1/2166/26,40.8515137,-73.9328323
37.9,maturing soon (est.),607 WEST 184 STREET,Manhattan,10033,21,1909,C1,"603-607 REALTY HOLDINGS, INC.",34381,722000,assessed/0.45,722000,,,True,2019-11-21,2461951.1,2029-11-21,40,True,CAPITAL ONE NATIONAL ASSOCIATION,1021660028,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019112500814002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2166&lot=28,https://zola.planning.nyc.gov/l/lot/1/2166/28,40.8516236,-73.9330996
37.9,maturing soon (est.); est. already matured,130 VAN CORTLANDT AVE W,Bronx,10463,46,1966,D1,ED-BOB MANAGEMENT CORP.,68913,3170000,assessed/0.45,3170000,,,True,2015-09-10,126159.33,2025-09-10,-10,True,THE FIRST NATIONAL BANK OF LONG ISLAND,2032630058,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2015091500096001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3263&lot=58,https://zola.planning.nyc.gov/l/lot/2/3263/58,40.8846710,-73.8943520
37.9,maturing soon (est.),1081 SHERIDAN AVENUE,Bronx,10456,47,1924,C7,1081-1083 SHERIDAN AVENUE REALTY LLC,34340,1614000,assessed/0.45,1614000,,,True,2020-01-02,10769915.9,2030-01-02,42,True,"SABAL CAPITAL II, LLC",2024560016,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011401146005,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2456&lot=16,https://zola.planning.nyc.gov/l/lot/2/2456/16,40.8312074,-73.9186442
37.9,bulk-sale price ignored; maturing soon (est.),1649 EDISON AVENUE,Bronx,10461,21,1927,C1,ALDOVI REALTY LLC,62095,1304000,"assessed/0.45 (sale $4,550,000 looks like bulk)",1304000,4550000,2018-09-13,True,2018-09-13,762929.58,2028-09-13,26,True,GREYSTONE SERVICING CORPORATION INC.,2041580034,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018091800284003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=4158&lot=34,https://zola.planning.nyc.gov/l/lot/2/4158/34,40.8451790,-73.8328917
37.9,maturing soon (est.); est. already matured,1514 WEST 8 STREET,Brooklyn,11204,24,1926,C1,1514 WEST 8TH STREET LLC,62000,1488000,assessed/0.45,1488000,,,True,2015-05-13,1076918.0,2025-05-13,-14,True,NEW YORK COMMUNITY BANK,3065980012,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2015051500908022,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=6598&lot=12,https://zola.planning.nyc.gov/l/lot/3/6598/12,40.6099277,-73.9823054
37.9,maturing soon (est.),1958 50 STREET,Brooklyn,11204,43,1928,C1,50 ROSEN REALTY CORP,60372,2596000,assessed/0.45,2596000,,,True,2018-10-29,930551.58,2028-10-29,27,True,"SANTANDER BANK, N.A.",3054620032,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018111200407003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5462&lot=32,https://zola.planning.nyc.gov/l/lot/3/5462/32,40.6251825,-73.9777911
37.8,maturing soon (est.); financed/sold since (may be refinanced),519 WEST 134 STREET,Manhattan,10031,25,1905,C1,519 W 134TH ST LLC,80440,2011000,assessed/0.45,2011000,,,False,2016-11-03,1365240.65,2026-11-03,4,True,NEW YORK COMMUNITY BANK,1019880016,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016111100128001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=1988&lot=16,https://zola.planning.nyc.gov/l/lot/1/1988/16,40.8190184,-73.9540041
37.8,maturing soon (est.); financed/sold since (may be refinanced); satisfaction recorded since,416 WEST 25 STREET,Manhattan,10001,22,1900,C4,416 W. 25TH ST. ASSOCS.    .,73864,1625000,assessed/0.45,1625000,,,False,2017-03-17,4000000.0,2027-03-17,8,True,L&L CAPITAL PARTNERS LLC,1007220050,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017032400280001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=722&lot=50,https://zola.planning.nyc.gov/l/lot/1/722/50,40.7479692,-74.0014400
37.8,maturing soon (est.),2145 MATTHEWS AVENUE,Bronx,10462,50,1930,C1,2145 MATTHEWS AVE. LLC,34580,1729000,assessed/0.45,1729000,,,True,2021-07-26,524585.44,2031-07-26,60,True,DIME COMMUNITY BANK,2043220057,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021080301623001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=4322&lot=57,https://zola.planning.nyc.gov/l/lot/2/4322/57,40.8552151,-73.8631953
37.8,maturing soon (est.); financed/sold since (may be refinanced); satisfaction recorded since,1 EAST 213 STREET,Bronx,10467,27,1923,C7,EAST 213 LLC,75778,2046000,assessed/0.45,2046000,,,False,2017-03-21,150000.0,2027-03-21,8,True,CUSTOMERS BANK,2033290083,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017032300999002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3329&lot=83,https://zola.planning.nyc.gov/l/lot/2/3329/83,40.8851965,-73.8789196
37.8,maturing soon (est.),3540 DEKALB AVENUE,Bronx,10467,31,1927,C1,JO LU REAL PROPERTIES CP,65581,2033000,assessed/0.45,2033000,,,True,2018-07-30,51840.44,2028-07-30,24,True,"JPMORGAN CHASE BANK, N.A.",2033280152,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018080800964001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3328&lot=152,https://zola.planning.nyc.gov/l/lot/2/3328/152,40.8833991,-73.8792592
37.8,maturing soon (est.); financed/sold since (may be refinanced); satisfaction recorded since,215 MCCLELLAN STREET,Bronx,10456,35,1923,C7,MINFORD ASSOCIATES LLC,112857,3950000,recorded sale 2021-04-01,1587000,3950000,2021-04-01,False,2017-03-29,800000.0,2027-03-29,8,True,"CAPITAL ONE, NATIONAL ASSOCIATION",2024560251,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017040301149001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2456&lot=251,https://zola.planning.nyc.gov/l/lot/2/2456/251,40.8325758,-73.9169152
37.8,maturing soon (est.); financed/sold since (may be refinanced); satisfaction recorded since,230 EAST 173 STREET,Bronx,10457,27,1917,C1,EAST 173RD REALTY LLC,75778,2046000,assessed/0.45,2046000,,,False,2017-03-13,3400000.0,2027-03-13,8,True,INVESTORS BANK,2027930011,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017032001107002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2793&lot=11,https://zola.planning.nyc.gov/l/lot/2/2793/11,40.8435728,-73.9083032
37.8,maturing soon (est.),235 EAST 202 STREET,Bronx,10458,22,1928,C1,SMA E 202 PROPERTY,34545,760000,assessed/0.45,760000,,,True,2020-05-29,140476.37,2030-05-29,46,True,NORTHEAST COMMUNITY BANK,2033080023,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060900238001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3308&lot=23,https://zola.planning.nyc.gov/l/lot/2/3308/23,40.8731732,-73.8854283
37.8,maturing soon (est.),482 EAST 167 STREET,Bronx,10456,25,1918,C7,"SHERMAN HOLDINGS USA, LLC",34600,865000,assessed/0.45,865000,,,True,2020-05-26,2105241.61,2030-05-26,46,True,"CAPITAL ONE, NATIONAL ASSOCIATION",2023710023,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060100120004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2371&lot=23,https://zola.planning.nyc.gov/l/lot/2/2371/23,40.8295879,-73.9075528
37.8,maturing soon (est.); financed/sold since (may be refinanced); satisfaction recorded since,2235 GLEASON AVENUE,Bronx,10462,25,1929,C1,2235 GLEASON REALTY LLC,72600,1815000,assessed/0.45,1815000,,,False,2016-11-18,3324000.0,2026-11-18,4,True,CAPITAL ONE MULTIFAMILY FINANCE LLC,2038210071,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016120200691002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3821&lot=71,https://zola.planning.nyc.gov/l/lot/2/3821/71,40.8323239,-73.8497418
37.8,maturing soon (est.); financed/sold since (may be refinanced); satisfaction recorded since,1455 68 STREET,Brooklyn,11219,23,1931,C1,1455 GROUP LLC,78783,1812000,assessed/0.45,1812000,,,False,2017-03-29,22737.71,2027-03-29,8,True,"JPMORGAN CHASE BANK, N.A.",3057690057,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017033100046004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5769&lot=57,https://zola.planning.nyc.gov/l/lot/3/5769/57,40.6222148,-73.9996074
37.8,maturing soon (est.); financed/sold since (may be refinanced),1135 43 STREET,Brooklyn,11219,20,1916,C1,43RD EQUITIES LLC,66500,1330000,assessed/0.45,1330000,,,True,2016-09-28,763633.46,2026-09-28,2,True,"JPMORGAN CHASE BANK, N.A.",3055970070,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016100600014003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5597&lot=70,https://zola.planning.nyc.gov/l/lot/3/5597/70,40.6408104,-73.9921809
37.8,maturing soon (est.); financed/sold since (may be refinanced),89-20 PARK LANE SOUTH,Queens,11421,31,1931,C1,89-20 PARK LANE SOUTH REALTY LLC,74613,2313000,assessed/0.45,2313000,,,False,2016-11-18,644618.37,2026-11-18,4,True,APPLE BANK FOR SAVINGS,4088760006,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016120101254002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=8876&lot=6,https://zola.planning.nyc.gov/l/lot/4/8876/6,40.6969610,-73.8559107
37.7,maturing soon (est.),508 WEST 178 STREET,Manhattan,10033,37,1910,D1,LSB ASSOCIATES LLC,34703,1284000,assessed/0.45,1284000,,,True,2019-10-11,1218549.58,2029-10-11,39,True,"JPMORGAN CHASE BANK, N.A.",1021320032,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019101800897003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2132&lot=32,https://zola.planning.nyc.gov/l/lot/1/2132/32,40.8462688,-73.9332207
37.7,maturing soon (est.),1560 TOWNSEND AVENUE,Bronx,10452,48,1928,D1,NSA 2015 HOUSING DEVELOPMENT FUND CORPOR ATION,52042,2498000,assessed/0.45,2498000,,,True,2019-03-26,19985760.0,2029-03-26,32,True,THE CITY OF NEW YORK ACTING BY AND THROUGH ITS DEP,2028450027,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019032700486005,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2845&lot=27,https://zola.planning.nyc.gov/l/lot/2/2845/27,40.8433494,-73.9140068
37.7,maturing soon (est.),2486 DAVIDSON AVENUE,Bronx,10468,25,1921,C1,TRI BRONX LLC,65800,1645000,assessed/0.45,1645000,,,True,2018-07-25,499900.0,2028-07-25,24,True,AMALGAMATED BANK,2032000009,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018073100497002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3200&lot=9,https://zola.planning.nyc.gov/l/lot/2/3200/9,40.8635760,-73.9013342
37.7,maturing soon (est.); financed/sold since (may be refinanced),2307 BEAUMONT AVENUE,Bronx,10458,25,1928,C1,BRAMAR REALTY LLC,42400,1060000,assessed/0.45,1060000,,,True,2018-07-10,431473.15,2028-07-10,24,True,NORTHFIELD BANK,2030890061,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018073100893002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3089&lot=61,https://zola.planning.nyc.gov/l/lot/2/3089/61,40.8524783,-73.8855869
37.7,bulk-sale price ignored; maturing soon (est.),52 EAST TREMONT AVENUE,Bronx,10453,24,1923,C7,"MOUNT HOPE RENAISSANCE HDFC, INC.",57167,1372000,"assessed/0.45 (sale $21,043,679 looks like bulk)",1372000,21043679,2018-12-21,True,2018-12-21,42600000.0,2028-12-21,29,True,CPC FUNDING SPE 1 LLC,2028280017,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019010400878015,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2828&lot=17,https://zola.planning.nyc.gov/l/lot/2/2828/17,40.8509616,-73.9083256
37.7,maturing soon (est.),1765 DAVIDSON AVENUE,Bronx,10453,49,1923,C7,BRONX SHARP REALTY LLC,34633,1697000,assessed/0.45,1697000,,,True,2020-02-13,652074.89,2030-02-13,43,True,BNB BANK,2028670155,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020022500806002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2867&lot=155,https://zola.planning.nyc.gov/l/lot/2/2867/155,40.8487338,-73.9130962
37.7,maturing soon (est.),2541 AQUEDUCT AVENUE WEST,Bronx,10468,37,1924,C1,"HP CSP GF1 HOUSING DEVELOPMENT FUND COMP ANY, INC.",69243,2562000,assessed/0.45,2562000,,,True,2018-05-09,1304013.05,2028-05-09,22,True,SIGNATURE BANK,2032140082,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018051500055003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3214&lot=82,https://zola.planning.nyc.gov/l/lot/2/3214/82,40.8659644,-73.9020140
37.7,maturing soon (est.),80 LENOX ROAD,Brooklyn,11226,47,1937,D1,80 LENOX LLC,57170,2687000,assessed/0.45,2687000,,,True,2018-12-20,144995.15,2028-12-20,29,True,"SANTANDER BANK, N.A.",3050830044,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018122600241001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5083&lot=44,https://zola.planning.nyc.gov/l/lot/3/5083/44,40.6534231,-73.9567888
37.6,maturing soon (est.); est. already matured,104 AUDUBON AVENUE,Manhattan,10032,50,1923,C7,"AUDUBON 550 W 171, LLC",66020,3301000,assessed/0.45,3301000,,,True,2015-07-28,6556538.48,2025-07-28,-12,True,NEW YORK COMMUNITY BANK,1021270015,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2015073000620003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2127&lot=15,https://zola.planning.nyc.gov/l/lot/1/2127/15,40.8422666,-73.9374822
37.6,maturing soon (est.),3026 BAINBRIDGE AVENUE,Bronx,10458,26,1922,C1,"BNS BUILDINGS,",57385,1492000,assessed/0.45,1492000,,,True,2018-12-05,1231856.58,2028-12-05,29,True,NEW YORK COMMUNITY BANK,2032990013,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018121100982003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3299&lot=13,https://zola.planning.nyc.gov/l/lot/2/3299/13,40.8718557,-73.8827079
37.6,maturing soon (est.),3500 DEKALB AVENUE,Bronx,10467,33,1940,D7,DUREFLA REALTY LLC,34879,1151000,assessed/0.45,1151000,,,True,2021-06-28,599040.51,2031-06-28,59,True,PEAPACK-GLADSTONE BANK,2033280135,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021072300455003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3328&lot=135,https://zola.planning.nyc.gov/l/lot/2/3328/135,40.8823569,-73.8800205
