score,flags,address,borough,zip,units,year_built,bldg_class,owner,per_door,market_value,value_basis,assessed_value_est,last_sale_price,last_sale_date,under_70k_door,low_rate_mtge_date,low_rate_mtge_amt,est_maturity_10yr,months_to_maturity,maturing_soon,lender,bbl,acris_mortgage_url,acris_parcel_url,pluto_url,lat,lon
38.7,maturing soon (est.),678 EAST 225 STREET,Bronx,10466,43,1928,C1,KODRA RLTY CORP,33163,1426000,assessed/0.45,1426000,,,True,2021-06-16,963288.73,2031-06-16,59,True,PEAPACK-GLADSTONE BANK,2048260081,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021061702019002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=4826&lot=81,https://zola.planning.nyc.gov/l/lot/2/4826/81,40.8877895,-73.8611825
38.7,maturing soon (est.),268 BUFFALO AVENUE,Brooklyn,11213,32,1924,C1,SKIPP TO MY LILLY HOUSING DEVELOPMENT FU ND,33156,1061000,assessed/0.45,1061000,,,True,2019-09-27,1178022.56,2029-09-27,38,True,MERCHANTS CAPITAL CORP.,3013860048,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019100201127004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=1386&lot=48,https://zola.planning.nyc.gov/l/lot/3/1386/48,40.6696097,-73.9258058
38.7,maturing soon (est.),1342 EAST 18 STREET,Brooklyn,11230,42,1929,D1,EAST 18TH REALTY ASSOCIATES,45238,1900000,assessed/0.45,1900000,,,True,2019-06-19,495262.98,2029-06-19,35,True,NEW YORK COMMUNITY BANK,3067460015,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019062100191002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=6746&lot=15,https://zola.planning.nyc.gov/l/lot/3/6746/15,40.6177493,-73.9573594
38.7,maturing soon (est.); financed/sold since (may be refinanced),88-15 179 STREET,Queens,11432,24,1939,C1,88-15 179 LLC,61583,1478000,assessed/0.45,1478000,,,True,2016-07-26,2888202.87,2026-07-26,0,True,"MANUFACTURERS & TRADERS TRUST COMPANY, AS AGENT",4099140030,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016082201301004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=9914&lot=30,https://zola.planning.nyc.gov/l/lot/4/9914/30,40.7120435,-73.7839559
38.6,maturing soon (est.),72 ELLWOOD STREET,Manhattan,10040,30,1918,C1,72 ELLWOOD STREET REALTY LLC,55733,1672000,assessed/0.45,1672000,,,True,2018-12-21,707984.56,2028-12-21,29,True,"CAPITAL ONE, NATIONAL ASSOCIATION",1021720049,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018122800195001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2172&lot=49,https://zola.planning.nyc.gov/l/lot/1/2172/49,40.8608984,-73.9291570
38.6,maturing soon (est.),228 AUDUBON AVENUE,Manhattan,10033,37,1920,D1,SHARAM REALTY CORP,54027,1999000,assessed/0.45,1999000,,,True,2019-01-23,474732.55,2029-01-23,30,True,FIRST REPUBLIC BANK,1021330046,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019012400713002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2133&lot=46,https://zola.planning.nyc.gov/l/lot/1/2133/46,40.8460665,-73.9346558
38.6,maturing soon (est.); est. already matured,160 WEST 142 STREET,Manhattan,10030,23,1910,D7,TAMPA 142 LLC,62739,1443000,assessed/0.45,1443000,,,True,2015-06-30,1732998.32,2025-06-30,-13,True,THE COMMUNITY PRESERVATION CORPORATION,1020100061,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2015071600085005,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2010&lot=61,https://zola.planning.nyc.gov/l/lot/1/2010/61,40.8194348,-73.9401736
38.6,est. already matured,510 AUDUBON AVENUE,Manhattan,10040,20,1910,C1,"PS MANAGEMENT,",33300,666000,assessed/0.45,666000,,,True,2013-03-22,1445862.71,2023-03-22,-40,False,FIRST REPUBLIC BANK,1021610071,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2013040301404002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2161&lot=71,https://zola.planning.nyc.gov/l/lot/1/2161/71,40.8548731,-73.9281187
38.6,maturing soon (est.),788 EAST 10 STREET,Brooklyn,11230,38,1926,C1,778 REALTY ASSOCIATES GROUP LLC,45395,1725000,assessed/0.45,1725000,,,True,2019-06-06,950000.0,2029-06-06,35,True,"SANTANDER BANK, N.A.",3064970038,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019061800017002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=6497&lot=38,https://zola.planning.nyc.gov/l/lot/3/6497/38,40.6299148,-73.9674571
38.6,maturing soon (est.); est. already matured,290 CLINTON STREET,Brooklyn,11201,22,1898,C1,CLINTON ESTATES LLC,55773,1227000,assessed/0.45,1227000,,,True,2015-02-12,2352754.57,2025-02-12,-17,True,NEW YORK COMMERCIAL BANK,3003060026,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2015030900355002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=306&lot=26,https://zola.planning.nyc.gov/l/lot/3/306/26,40.6871260,-73.9961635
38.6,maturing soon (est.); est. already matured; satisfaction recorded since,40 LINDEN BOULEVARD,Brooklyn,11226,36,1937,D1,5506-40 LINDEN BLVD BROOKLYN LLC,66139,2381000,assessed/0.45,2381000,,,True,2015-08-03,2765000.0,2025-08-03,-11,True,"BANK OF AMERICA, N.A.",3050860027,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2015080401258004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5086&lot=27,https://zola.planning.nyc.gov/l/lot/3/5086/27,40.6519494,-73.9575178
38.6,maturing soon (est.); est. already matured; financed/sold since (may be refinanced),97-10 VAN WYCK EXPRESSWAY,Queens,11419,36,1953,C1,NAGENDEVEN INC,60028,2161000,assessed/0.45,2161000,,,True,2016-06-14,1475000.0,2026-06-14,-1,True,"JPMORGAN CHASE BANK, NA",4094830021,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016062400345001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=9483&lot=21,https://zola.planning.nyc.gov/l/lot/4/9483/21,40.6944536,-73.8129740
38.6,maturing soon (est.),32-42 41 STREET,Queens,11103,20,1926,C1,ANTHONY DELUCA,69550,1391000,assessed/0.45,1391000,,,True,2018-04-30,1000000.0,2028-04-30,21,True,JPMORGAN CHASE BANK NA,4006760069,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018050200999001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=676&lot=69,https://zola.planning.nyc.gov/l/lot/4/676/69,40.7576272,-73.9193188
38.5,bulk-sale price ignored; maturing soon (est.); financed/sold since (may be refinanced),2750 CRESTON AVENUE,Bronx,10468,29,1922,C1,2750 CREST LLC,42931,1245000,"assessed/0.45 (sale $3,750,000 looks like bulk)",1245000,3750000,2022-05-05,True,2018-06-21,531129.91,2028-06-21,23,True,NEW YORK COMMERCIAL BANK,2033150028,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018062600739002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3315&lot=28,https://zola.planning.nyc.gov/l/lot/2/3315/28,40.8694173,-73.8928541
38.5,maturing soon (est.),2869 GRAND CONCOURSE,Bronx,10468,30,1919,C7,"2869 GRAND CONCOURSEASSOCIATION,LLC.",43767,1313000,assessed/0.45,1313000,,,True,2019-07-02,989276.89,2029-07-02,36,True,"CAPITAL ONE, NATIONAL ASSOCIATION",2033190016,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019072300974001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3319&lot=16,https://zola.planning.nyc.gov/l/lot/2/3319/16,40.8706891,-73.8909140
38.5,est. already matured,445 EAST 140 STREET,Bronx,10454,20,1903,C1,"MOTT HAVEN 140, LLC",33400,668000,assessed/0.45,668000,,,True,2014-06-26,283855.0,2024-06-26,-25,False,THE CITY OF NEW YORK,2022850069,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2014071700936006,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2285&lot=69,https://zola.planning.nyc.gov/l/lot/2/2285/69,40.8099315,-73.9202488
38.5,maturing soon (est.); financed/sold since (may be refinanced),340 EAST 207 STREET,Bronx,10467,25,1929,D1,340 EAST 207 OPERATING CORP,55040,1376000,assessed/0.45,1376000,,,True,2017-11-06,966171.83,2027-11-06,16,True,"SANTANDER BANK, N.A.",2033500023,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017111200002001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3350&lot=23,https://zola.planning.nyc.gov/l/lot/2/3350/23,40.8749164,-73.8752030
38.5,bulk-sale price ignored; maturing soon (est.),495 EAST 188 STREET,Bronx,10458,30,1915,C1,EAST 188 REALTY 495 LLC,33467,1004000,"assessed/0.45 (sale $6,416,395 looks like bulk)",1004000,6416395,2018-07-26,True,2020-01-27,98799.09,2030-01-27,42,True,"SABAL CAPITAL II, LLC",2030580042,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020600631009,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3058&lot=42,https://zola.planning.nyc.gov/l/lot/2/3058/42,40.8583040,-73.8898354
38.5,maturing soon (est.); est. already matured; financed/sold since (may be refinanced),102-33 91 AVENUE,Queens,11418,23,1931,C1,"MONTESANTO REALTY, LLC",39565,910000,recorded sale 2022-08-23,1299000,910000,2022-08-23,True,2015-06-09,610018.24,2025-06-09,-13,True,"JPMORGAN CHASE BANK, N.A.",4092940025,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2015061700955001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=9294&lot=25,https://zola.planning.nyc.gov/l/lot/4/9294/25,40.6923297,-73.8426469
38.4,maturing soon (est.); est. already matured,618 WEST 142 STREET,Manhattan,10031,44,1915,D7,618 EQUITY CORP,68182,3000000,assessed/0.45,3000000,,,True,2015-09-03,2049897.36,2025-09-03,-10,True,"JPMORGAN CHASE BANK, N.A.",1020880106,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2015091501362003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2088&lot=106,https://zola.planning.nyc.gov/l/lot/1/2088/106,40.8248204,-73.9531763
38.4,maturing soon (est.),3415 FT INDEPENDENCE ST,Bronx,10463,37,1927,C1,PSI REALTY LLC,33595,1243000,assessed/0.45,1243000,,,True,2021-08-06,1096631.07,2031-08-06,61,True,"JPMORGAN CHASE BANK, N.A.",2032610124,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021081300259002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3261&lot=124,https://zola.planning.nyc.gov/l/lot/2/3261/124,40.8811375,-73.8993373
38.4,maturing soon (est.),2830 OLINVILLE AVENUE,Bronx,10467,49,1929,D1,PEJ REALTY CORP,33673,1650000,assessed/0.45,1650000,,,True,2021-06-15,1136997.72,2031-06-15,59,True,"JPMORGAN CHASE BANK, N.A.",2045080052,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021062300980002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=4508&lot=52,https://zola.planning.nyc.gov/l/lot/2/4508/52,40.8676515,-73.8680109
38.4,est. already matured,1200 SENECA AVENUE,Bronx,10474,22,1914,C7,HUNTS POINT HSNG DEVFUN,33636,740000,assessed/0.45,740000,,,True,2012-06-19,4983970.0,2022-06-19,-49,False,THE CITY OF NEW YORK,2027620045,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2012062501483002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2762&lot=45,https://zola.planning.nyc.gov/l/lot/2/2762/45,40.8185292,-73.8886909
38.4,bulk-sale price ignored; maturing soon (est.); financed/sold since (may be refinanced),1233 BOSTON ROAD,Bronx,10456,21,1912,C1,"CLAREMONT HOMES, LLC",39714,834000,"assessed/0.45 (sale $6,688,975 looks like bulk)",834000,6688975,2018-08-28,True,2018-08-28,3624000.0,2028-08-28,25,True,CAPITAL ONE MULTIFAMILY FINANCE LLC,2026150052,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018090601198004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2615&lot=52,https://zola.planning.nyc.gov/l/lot/2/2615/52,40.8303929,-73.9019146
38.4,maturing soon (est.); financed/sold since (may be refinanced),533 41 STREET,Brooklyn,11232,24,1925,C1,533 PROPERTY LLC,62167,1492000,assessed/0.45,1492000,,,True,2016-07-14,676966.29,2026-07-14,0,True,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3009170056,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016071900093002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=917&lot=56,https://zola.planning.nyc.gov/l/lot/3/917/56,40.6497339,-74.0039389
38.3,maturing soon (est.),8 VERMILYEA AVENUE,Manhattan,10034,24,1930,C1,VERMILYEA 8 LLC,76792,1843000,assessed/0.45,1843000,,,False,2018-04-30,1652200.27,2028-04-30,21,True,SIGNATURE BANK,1022330050,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018050801280003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2233&lot=50,https://zola.planning.nyc.gov/l/lot/1/2233/50,40.8649340,-73.9262893
38.3,maturing soon (est.),283 AUDUBON AVENUE,Manhattan,10033,20,1909,C7,283 AUDUBON AVENUE LLC,73150,1463000,assessed/0.45,1463000,,,False,2018-04-26,385600.0,2028-04-26,21,True,THE COMMUNITY PRESERVATION CORPORATION,1021520034,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018050700619003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2152&lot=34,https://zola.planning.nyc.gov/l/lot/1/2152/34,40.8476107,-73.9328037
38.3,maturing soon (est.),503 WEST 176 STREET,Manhattan,10033,20,1907,C1,503 WEST 176TH STREET LLC,76900,1538000,assessed/0.45,1538000,,,False,2018-04-26,600800.0,2028-04-26,21,True,THE COMMUNITY PRESERVATION CORPORATION,1021320090,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018050400490003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2132&lot=90,https://zola.planning.nyc.gov/l/lot/1/2132/90,40.8453248,-73.9336337
38.3,maturing soon (est.),504 WEST 172 STREET,Manhattan,10032,20,1907,C1,"GVS PROPERTIES III, LLC",73100,1462000,assessed/0.45,1462000,,,False,2018-04-12,1833531.14,2028-04-12,21,True,SIGNATURE BANK,1021280043,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018042000616003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2128&lot=43,https://zola.planning.nyc.gov/l/lot/1/2128/43,40.8423261,-73.9357582
38.3,maturing soon (est.); satisfaction recorded since,226 EAST 119 STREET,Manhattan,10035,30,1910,D3,MHANY 2004 HOUSING DEVELOPMENT FUND CORP ORATION,76933,2308000,assessed/0.45,2308000,,,False,2018-04-18,11160000.0,2028-04-18,21,True,"BELLWETHER ENTERPRISE MORTGAGE INVESTMENTS, LLC",1017830034,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018050100081002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=1783&lot=34,https://zola.planning.nyc.gov/l/lot/1/1783/34,40.7991856,-73.9375443
38.3,maturing soon (est.); est. already matured; satisfaction recorded since,124 MOTT STREET,Manhattan,10013,39,1912,C7,124-126 MOTT CP,61410,2395000,assessed/0.45,2395000,,,True,2015-05-21,1079954.05,2025-05-21,-14,True,THE DIME SAVINGS BANK OF WILLIAMSBURGH,1002380004,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2015052600333003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=238&lot=4,https://zola.planning.nyc.gov/l/lot/1/238/4,40.7182242,-73.9966162
38.3,maturing soon (est.); est. already matured,834 PENFIELD STREET,Bronx,10470,48,1941,D1,PARKASH 84-34-836,68375,3282000,assessed/0.45,3282000,,,True,2015-09-02,1872376.32,2025-09-02,-10,True,NEW YORK COMMUNITY BANK,2051180046,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2015090900124001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=5118&lot=46,https://zola.planning.nyc.gov/l/lot/2/5118/46,40.9040169,-73.8466278
38.3,maturing soon (est.),320 EAST 197 STREET,Bronx,10458,44,1937,D1,320 DOODLES LLC,66636,2932000,assessed/0.45,2932000,,,True,2018-06-28,1293627.54,2028-06-28,23,True,"CBRE MULTIFAMILY CAPITAL, INC.",2032880025,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018070300202003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3288&lot=25,https://zola.planning.nyc.gov/l/lot/2/3288/25,40.8667105,-73.8893225
38.3,maturing soon (est.),846 EAST 175 STREET,Bronx,10460,21,1924,C1,175 EAST REALTY LLC,77429,1626000,assessed/0.45,1626000,,,False,2018-04-14,565872.51,2028-04-14,21,True,"PEOPLE'S UNITED BANK, NATIONAL ASSOCIATION",2029570023,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018051600028001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2957&lot=23,https://zola.planning.nyc.gov/l/lot/2/2957/23,40.8402900,-73.8894026
38.3,maturing soon (est.),949 OGDEN AVENUE,Bronx,10452,24,1910,C7,CONCORD HOLDINGS LLC,79625,1911000,assessed/0.45,1911000,,,False,2018-04-10,750962.92,2028-04-10,21,True,FLUSHING BANK,2025240016,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018041300788001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2524&lot=16,https://zola.planning.nyc.gov/l/lot/2/2524/16,40.8316049,-73.9304529
38.3,maturing soon (est.),37 FEATHERBED LANE,Bronx,10452,42,1929,D1,H & A MGMT LLC,33762,1418000,assessed/0.45,1418000,,,True,2021-06-10,94205.04,2031-06-10,59,True,JPMORGAN CHASE BANK NA,2028650126,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021061500604001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2865&lot=126,https://zola.planning.nyc.gov/l/lot/2/2865/126,40.8462378,-73.9153765
38.3,maturing soon (est.); est. already matured,6316 4 AVENUE,Brooklyn,11220,24,1915,C1,DELERIMAR REALTY CORP.,78042,1873000,assessed/0.45,1873000,,,False,2015-10-30,7546669.54,2025-10-30,-9,True,CUSTOMERS BANK,3058080038,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2015110400593002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5808&lot=38,https://zola.planning.nyc.gov/l/lot/3/5808/38,40.6389945,-74.0208406
38.3,maturing soon (est.),2753 OCEAN AVENUE,Brooklyn,11229,42,1940,D1,2753 REALTY LLC,73024,3067000,assessed/0.45,3067000,,,False,2018-04-26,1864720.09,2028-04-26,21,True,NEW YORK COMMERCIAL BANK,3074050058,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018042700560002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=7405&lot=58,https://zola.planning.nyc.gov/l/lot/3/7405/58,40.5941247,-73.9500398
38.3,maturing soon (est.); est. already matured,2964 BRIGHTON 12 STREET,Brooklyn,11235,48,1941,D1,BRIGHTON REALTY APARTMENTS,80208,3850000,assessed/0.45,3850000,,,False,2015-10-29,4206414.48,2025-10-29,-9,True,"JPMORGAN CHASE BANK, N.A.",3087110041,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2015110300008002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=8711&lot=41,https://zola.planning.nyc.gov/l/lot/3/8711/41,40.5806475,-73.9564399
38.3,maturing soon (est.); financed/sold since (may be refinanced),88-22 PARSONS BOULEVARD,Queens,11432,36,1928,D1,88-22 PARSONS BLVD LLC,60472,2177000,assessed/0.45,2177000,,,True,2017-08-31,4085201.66,2027-08-31,13,True,"MANUFACTURERS AND TRADERS TRUST COMPANY, AS AGENT",4097620039,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017090800680003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=9762&lot=39,https://zola.planning.nyc.gov/l/lot/4/9762/39,40.7063792,-73.8028162
38.3,maturing soon (est.); satisfaction recorded since,48-11 45 STREET,Queens,11377,23,1928,C1,4811 45TH STREET LLC,76130,1751000,assessed/0.45,1751000,,,False,2018-04-26,4200000.0,2028-04-26,21,True,SIGNATURE BANK,4022890020,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018050200847002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=2289&lot=20,https://zola.planning.nyc.gov/l/lot/4/2289/20,40.7389388,-73.9202003
38.3,maturing soon (est.); financed/sold since (may be refinanced),170-40 HENLEY ROAD,Queens,11432,27,1961,D1,HENLEY MANOR LLC,58889,1590000,recorded sale 2024-08-01,1789000,1590000,2024-08-01,True,2017-09-28,1420369.42,2027-09-28,14,True,ASTORIA BANK,4098800019,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017101300657004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=9880&lot=19,https://zola.planning.nyc.gov/l/lot/4/9880/19,40.7135021,-73.7920133
38.2,est. already matured; satisfaction recorded since,2550 BRIGGS AVENUE,Bronx,10458,28,1916,C7,R.B.D. REALTY CONSULTANTS    .,33857,948000,assessed/0.45,948000,,,True,2011-06-17,626530.51,2021-06-17,-61,False,"HUDSON VALLEY BANK, NA",2032930018,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2011072600685002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3293&lot=18,https://zola.planning.nyc.gov/l/lot/2/3293/18,40.8630231,-73.8937791
38.2,est. already matured,2550 MARION AVENUE,Bronx,10458,36,1940,D7,ESHINA REALTY CORP.,33972,1223000,assessed/0.45,1223000,,,True,2012-11-19,485645.4,2022-11-19,-44,False,THE FIRST NATIONAL BANK OF LONG ISLAND,2032750011,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2012112100944003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3275&lot=11,https://zola.planning.nyc.gov/l/lot/2/3275/11,40.8624863,-73.8921603
38.2,bulk-sale price ignored; maturing soon (est.),144 EAST 208 STREET,Bronx,10467,28,1923,C1,"HP CSP GF1 HOUSING DEVELOPMENT FUND COMP ANY, INC.",47714,1336000,"assessed/0.45 (sale $4,250,000 looks like bulk)",1336000,4250000,2019-05-01,True,2019-05-01,2519198.1,2029-05-01,34,True,SIGNATURE BANK,2033360024,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019050700035004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3336&lot=24,https://zola.planning.nyc.gov/l/lot/2/3336/24,40.8777073,-73.8799457
38.2,bulk-sale price ignored; maturing soon (est.),136 EAST 208 STREET,Bronx,10467,36,1924,C1,829 BURKE AVE. CORP.,33917,1221000,"assessed/0.45 (sale $4,850,000 looks like bulk)",1221000,4850000,2020-08-05,True,2020-08-05,3450000.0,2030-08-05,49,True,ESQUIRE BANK NATIONAL ASSOCIATION,2033360019,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020081400239002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3336&lot=19,https://zola.planning.nyc.gov/l/lot/2/3336/19,40.8777763,-73.8803036
38.2,maturing soon (est.),1975 SEDGWICK AVENUE,Bronx,10453,47,1928,C1,ZUCKERMAN REALTY CORP,33979,1597000,assessed/0.45,1597000,,,True,2020-05-22,806000.0,2030-05-22,46,True,NEW YORK COMMUNITY BANK,2032300010,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020071000579002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3230&lot=10,https://zola.planning.nyc.gov/l/lot/2/3230/10,40.8564188,-73.9165673
38.2,maturing soon (est.),570 EAST 26 STREET,Brooklyn,11210,27,1931,C1,570 E 26 STREET,49481,1336000,assessed/0.45,1336000,,,True,2019-04-26,130799.86,2029-04-26,33,True,FLUSHING BANK,3052250066,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019050200190004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5225&lot=66,https://zola.planning.nyc.gov/l/lot/3/5225/66,40.6366098,-73.9528832
38.1,maturing soon (est.),605 WEST 184 STREET,Manhattan,10033,20,1909,C1,"603-607 REALTY HOLDINGS, INC.",34100,682000,assessed/0.45,682000,,,True,2019-11-21,2461951.1,2029-11-21,40,True,CAPITAL ONE NATIONAL ASSOCIATION,1021660027,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019112500814002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2166&lot=27,https://zola.planning.nyc.gov/l/lot/1/2166/27,40.8515686,-73.9329659
38.1,maturing soon (est.),15 EVELYN PLACE,Bronx,10468,30,1931,D1,MMIKP BRONX REALTY LL,51300,1539000,assessed/0.45,1539000,,,True,2019-03-12,5338940.38,2029-03-12,32,True,NEW YORK COMMUNITY BANK,2031980110,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019031300158002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3198&lot=110,https://zola.planning.nyc.gov/l/lot/2/3198/110,40.8594090,-73.9039939
38.1,maturing soon (est.),904 MORRIS AVENUE,Bronx,10451,24,1931,C7,RAMY LLC,34000,816000,assessed/0.45,816000,,,True,2020-01-17,772782.87,2030-01-17,42,True,"SANTANDER BANK, N.A.",2024210011,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020013000379002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2421&lot=11,https://zola.planning.nyc.gov/l/lot/2/2421/11,40.8262196,-73.9177542
